protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT824_1_Q8N7H5	Q8N7H5	PAF1_HUMAN	RNA polymerase II-associated factor 1 homolog	leading protein	1	1	1
PRT824_1_Q9NRR5	Q9NRR5	UBQL4_HUMAN	Ubiquilin-4	leading protein	1	2	1
PRT824_1_Q99549	Q99549	MPP8_HUMAN	M-phase phosphoprotein 8	leading protein	1	1	1
PRT824_1_Q9BTA9	Q9BTA9	WAC_HUMAN	WW domain-containing adapter protein with coiled-coil	leading protein	1	6	1
PRT824_1_P31327	P31327	CPSM_HUMAN	Carbamoyl-phosphate synthase [ammonia], mitochondrial	leading protein	1	1	1
PRT824_1_P12270	P12270	TPR_HUMAN	Nucleoprotein TPR	leading protein	1	5	1
PRT824_1_O15042	O15042	SR140_HUMAN	U2 snRNP-associated SURP motif-containing protein	leading protein	1	6	1
PRT824_1_Q9Y4W2	Q9Y4W2	LAS1L_HUMAN	Ribosomal biogenesis protein LAS1L	leading protein	1	2	1
PRT824_1_Q8N5A5	Q8N5A5	ZGPAT_HUMAN	Zinc finger CCCH-type with G patch domain-containing protein	leading protein	1	2	1
PRT824_1_P13639	P13639	EF2_HUMAN	Elongation factor 2	leading protein	1	2	1
PRT824_1_Q14671	Q14671	PUM1_HUMAN	Pumilio homolog 1	leading protein	1	2	1
PRT824_1_O14776	O14776	TCRG1_HUMAN	Transcription elongation regulator 1	leading protein	1	7	1
PRT824_1_O95714	O95714	HERC2_HUMAN	E3 ubiquitin-protein ligase HERC2	leading protein	1	4	1
PRT824_1_P21796	P21796	VDAC1_HUMAN	Voltage-dependent anion-selective channel protein 1	leading protein	1	1	1
PRT824_1_Q96N67	Q96N67	DOCK7_HUMAN	Dedicator of cytokinesis protein 7	leading protein	1	1	1
PRT824_1_Q13427	Q13427	PPIG_HUMAN	Peptidyl-prolyl cis-trans isomerase G	leading protein	1	4	1
PRT824_1_Q3KQU3	Q3KQU3	MA7D1_HUMAN	MAP7 domain-containing protein 1	leading protein	1	1	1
PRT824_1_O43143	O43143	DHX15_HUMAN	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	leading protein	1	1	1
PRT824_1_Q9P258	Q9P258	RCC2_HUMAN	Protein RCC2	leading protein	1	53	1
PRT824_1_Q8TF01	Q8TF01	PNISR_HUMAN	Arginine/serine-rich protein PNISR	leading protein	1	2	1
PRT824_1_P18621	P18621	RL17_HUMAN	60S ribosomal protein L17	leading protein	1	6	1
PRT824_1_Q9BVC5	Q9BVC5	ASHWN_HUMAN	Ashwin	leading protein	1	1	1
PRT824_1_O60930	O60930	RNH1_HUMAN	Ribonuclease H1	leading protein	1	4	1
PRT824_1_O75396	O75396	SC22B_HUMAN	Vesicle-trafficking protein SEC22b	leading protein	1	1	1
PRT824_1_P55884	P55884	EIF3B_HUMAN	Eukaryotic translation initiation factor 3 subunit B	leading protein	1	4	1
PRT824_1_Q9NW13	Q9NW13	RBM28_HUMAN	RNA-binding protein 28	leading protein	1	1	1
PRT824_1_Q5T5U3	Q5T5U3	RHG21_HUMAN	Rho GTPase-activating protein 21	leading protein	1	1	1
PRT824_1_Q9H299	Q9H299	SH3L3_HUMAN	SH3 domain-binding glutamic acid-rich-like protein 3	leading protein	1	1	1
PRT824_1_Q9UM11	Q9UM11	FZR1_HUMAN	Fizzy-related protein homolog	leading protein	1	5	1
PRT824_1_Q14008	Q14008	CKAP5_HUMAN	Cytoskeleton-associated protein 5	leading protein	1	2	1
PRT824_1_P30086	P30086	PEBP1_HUMAN	Phosphatidylethanolamine-binding protein 1	leading protein	1	1	1
PRT824_1_Q08211	Q08211	DHX9_HUMAN	ATP-dependent RNA helicase A	leading protein	1	16	1
PRT824_1_Q9Y580	Q9Y580	RBM7_HUMAN	RNA-binding protein 7	leading protein	1	7	1
PRT824_1_Q9UKN8	Q9UKN8	TF3C4_HUMAN	General transcription factor 3C polypeptide 4	leading protein	1	1	1
PRT824_1_Q9NTZ6	Q9NTZ6	RBM12_HUMAN	RNA-binding protein 12	leading protein	1	3	1
PRT824_1_O95251	O95251	KAT7_HUMAN	Histone acetyltransferase KAT7	leading protein	1	1	1
PRT824_1_Q9UNH7	Q9UNH7	SNX6_HUMAN	Sorting nexin-6	leading protein	1	1	1
PRT824_1_Q9NZC9	Q9NZC9	SMAL1_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1	leading protein	1	2	1
PRT824_1_P18887	P18887	XRCC1_HUMAN	DNA repair protein XRCC1	leading protein	1	5	1
PRT824_1_P15408	P15408	FOSL2_HUMAN	Fos-related antigen 2	leading protein	1	10	1
PRT824_1_Q9UQ80	Q9UQ80	PA2G4_HUMAN	Proliferation-associated protein 2G4	leading protein	1	5	1
PRT824_1_Q05682	Q05682	CALD1_HUMAN	Caldesmon	leading protein	1	1	1
PRT824_1_Q9NS91	Q9NS91	RAD18_HUMAN	E3 ubiquitin-protein ligase RAD18	leading protein	1	1	1
PRT824_1_P04792	P04792	HSPB1_HUMAN	Heat shock protein beta-1	leading protein	1	8	1
PRT824_1_Q6ZN18	Q6ZN18	AEBP2_HUMAN	Zinc finger protein AEBP2	leading protein	1	12	1
PRT824_1_O15169	O15169	AXIN1_HUMAN	Axin-1	leading protein	1	1	1
PRT824_1_P41091	P41091	IF2G_HUMAN	Eukaryotic translation initiation factor 2 subunit 3	leading protein	1	1	0
PRT824_1_P13473	P13473	LAMP2_HUMAN	Lysosome-associated membrane glycoprotein 2	leading protein	1	4	1
PRT824_1_Q14155	Q14155	ARHG7_HUMAN	Rho guanine nucleotide exchange factor 7	leading protein	1	3	0
PRT824_1_P50552	P50552	VASP_HUMAN	Vasodilator-stimulated phosphoprotein	leading protein	1	2	1
PRT824_1_Q9P2N6	Q9P2N6	KANL3_HUMAN	KAT8 regulatory NSL complex subunit 3	leading protein	1	1	1
PRT824_1_Q5VV52	Q5VV52	ZN691_HUMAN	Zinc finger protein 691	leading protein	1	1	1
PRT824_1_Q9Y3T9	Q9Y3T9	NOC2L_HUMAN	Nucleolar complex protein 2 homolog	leading protein	1	9	1
PRT824_1_Q92614	Q92614	MY18A_HUMAN	Unconventional myosin-XVIIIa	leading protein	1	2	1
PRT824_1_P08240	P08240	SRPRA_HUMAN	Signal recognition particle receptor subunit alpha	leading protein	1	10	1
PRT824_1_Q7KZ85	Q7KZ85	SPT6H_HUMAN	Transcription elongation factor SPT6	leading protein	1	1	1
PRT824_1_Q5VSL9	Q5VSL9	STRP1_HUMAN	Striatin-interacting protein 1	leading protein	1	10	1
PRT824_1_Q96DY7	Q96DY7	MTBP_HUMAN	Mdm2-binding protein	leading protein	1	2	1
PRT824_1_O95696	O95696	BRD1_HUMAN	Bromodomain-containing protein 1	leading protein	1	1	1
PRT824_1_O75448	O75448	MED24_HUMAN	Mediator of RNA polymerase II transcription subunit 24	leading protein	1	3	1
PRT824_1_Q9BY77	Q9BY77	PDIP3_HUMAN	Polymerase delta-interacting protein 3	leading protein	1	2	1
PRT824_1_Q86WC4	Q86WC4	OSTM1_HUMAN	Osteopetrosis-associated transmembrane protein 1	leading protein	1	1	1
PRT824_1_Q9H8G2	Q9H8G2	CAAP1_HUMAN	Caspase activity and apoptosis inhibitor 1	leading protein	1	3	1
PRT824_1_Q8NCN4	Q8NCN4	RN169_HUMAN	E3 ubiquitin-protein ligase RNF169	leading protein	1	2	1
PRT824_1_Q9Y2W2	Q9Y2W2	WBP11_HUMAN	WW domain-binding protein 11	leading protein	1	7	1
PRT824_1_Q9UBB9	Q9UBB9	TFP11_HUMAN	Tuftelin-interacting protein 11	leading protein	1	2	1
PRT824_1_Q14103	Q14103	HNRPD_HUMAN	Heterogeneous nuclear ribonucleoprotein D0	leading protein	1	1	1
PRT824_1_Q9NU22	Q9NU22	MDN1_HUMAN	Midasin	leading protein	1	9	1
PRT824_1_Q96FV9	Q96FV9	THOC1_HUMAN	THO complex subunit 1	leading protein	1	4	1
PRT824_1_P63244	P63244	RACK1_HUMAN	Receptor of activated protein C kinase 1	leading protein	1	1	1
PRT824_1_Q9BWF3	Q9BWF3	RBM4_HUMAN	RNA-binding protein 4	leading protein	1	1	1
PRT824_1_Q92499	Q92499	DDX1_HUMAN	ATP-dependent RNA helicase DDX1	leading protein	1	1	1
PRT824_1_Q15022	Q15022	SUZ12_HUMAN	Polycomb protein SUZ12	leading protein	1	3	1
PRT824_1_Q9HBL0	Q9HBL0	TENS1_HUMAN	Tensin-1	leading protein	1	1	1
PRT824_1_P62942	P62942	FKB1A_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP1A	leading protein	1	5	1
PRT824_1_Q13242	Q13242	SRSF9_HUMAN	Serine/arginine-rich splicing factor 9	leading protein	1	5	1
PRT824_1_Q9NVM6	Q9NVM6	DJC17_HUMAN	DnaJ homolog subfamily C member 17	leading protein	1	1	1
PRT824_1_Q92766	Q92766	RREB1_HUMAN	Ras-responsive element-binding protein 1	leading protein	1	10	1
PRT824_1_O14686	O14686	KMT2D_HUMAN	Histone-lysine N-methyltransferase 2D	leading protein	1	1	1
PRT824_1_P35226	P35226	BMI1_HUMAN	Polycomb complex protein BMI-1	leading protein	1	4	1
PRT824_1_Q99584	Q99584	S10AD_HUMAN	Protein S100-A13	leading protein	1	4	1
PRT824_1_Q8WWM7	Q8WWM7	ATX2L_HUMAN	Ataxin-2-like protein	leading protein	1	12	1
PRT824_1_Q1KMD3	Q1KMD3	HNRL2_HUMAN	Heterogeneous nuclear ribonucleoprotein U-like protein 2	leading protein	1	3	1
PRT824_1_Q14147	Q14147	DHX34_HUMAN	Probable ATP-dependent RNA helicase DHX34	leading protein	1	1	1
PRT824_1_O60343	O60343	TBCD4_HUMAN	TBC1 domain family member 4	leading protein	1	2	1
PRT824_1_Q15054	Q15054	DPOD3_HUMAN	DNA polymerase delta subunit 3	leading protein	1	2	1
PRT824_1_Q16630	Q16630	CPSF6_HUMAN	Cleavage and polyadenylation specificity factor subunit 6	leading protein	1	1	1
PRT824_1_Q6PKG0	Q6PKG0	LARP1_HUMAN	La-related protein 1	leading protein	1	7	1
PRT824_1_Q13409	Q13409	DC1I2_HUMAN	Cytoplasmic dynein 1 intermediate chain 2	leading protein	1	3	1
PRT824_1_P49792	P49792	RBP2_HUMAN	E3 SUMO-protein ligase RanBP2	leading protein	1	2	1
PRT824_1_Q9H4L4	Q9H4L4	SENP3_HUMAN	Sentrin-specific protease 3	leading protein	1	9	1
PRT824_1_Q5T8P6	Q5T8P6	RBM26_HUMAN	RNA-binding protein 26	leading protein	1	1	1
PRT824_1_Q14789	Q14789	GOGB1_HUMAN	Golgin subfamily B member 1	leading protein	1	1	1
PRT824_1_Q14573	Q14573	ITPR3_HUMAN	Inositol 1,4,5-trisphosphate receptor type 3	leading protein	1	1	1
PRT824_1_P07339	P07339	CATD_HUMAN	Cathepsin D	leading protein	1	8	1
PRT824_1_Q9UK58	Q9UK58	CCNL1_HUMAN	Cyclin-L1	leading protein	1	3	1
PRT824_1_Q9BRT2	Q9BRT2	UQCC2_HUMAN	Ubiquinol-cytochrome-c reductase complex assembly factor 2	leading protein	1	7	1
PRT824_1_P50454	P50454	SERPH_HUMAN	Serpin H1	leading protein	1	3	1
PRT824_1_P14859	P14859	PO2F1_HUMAN	POU domain, class 2, transcription factor 1	leading protein	1	4	1
PRT824_1_P53396	P53396	ACLY_HUMAN	ATP-citrate synthase	leading protein	1	5	1
PRT824_1_Q14669	Q14669	TRIPC_HUMAN	E3 ubiquitin-protein ligase TRIP12	leading protein	1	1	1
PRT824_1_Q96PN7	Q96PN7	TREF1_HUMAN	Transcriptional-regulating factor 1	leading protein	1	4	1
PRT824_1_P35527	P35527	K1C9_HUMAN	Keratin, type I cytoskeletal 9	leading protein	1	1	1
PRT824_1_Q14839	Q14839	CHD4_HUMAN	Chromodomain-helicase-DNA-binding protein 4	leading protein	1	3	1
PRT824_1_Q6P1J9	Q6P1J9	CDC73_HUMAN	Parafibromin	leading protein	1	4	1
PRT824_1_P62269	P62269	RS18_HUMAN	40S ribosomal protein S18	leading protein	1	1	1
PRT824_1_Q8N556	Q8N556	AFAP1_HUMAN	Actin filament-associated protein 1	leading protein	1	2	1
PRT824_1_P32322	P32322	P5CR1_HUMAN	Pyrroline-5-carboxylate reductase 1, mitochondrial	leading protein	1	3	1
PRT824_1_P04406	P04406	G3P_HUMAN	Glyceraldehyde-3-phosphate dehydrogenase	leading protein	1	3	1
PRT824_1_Q8TCS8	Q8TCS8	PNPT1_HUMAN	Polyribonucleotide nucleotidyltransferase 1, mitochondrial	leading protein	1	1	1
PRT824_1_Q13557	Q13557	KCC2D_HUMAN	Calcium/calmodulin-dependent protein kinase type II subunit delta	leading protein	1	1	1
PRT824_1_Q99501	Q99501	GA2L1_HUMAN	GAS2-like protein 1	leading protein	1	1	1
PRT824_1_Q99543	Q99543	DNJC2_HUMAN	DnaJ homolog subfamily C member 2	leading protein	1	4	1
PRT824_1_O60292	O60292	SI1L3_HUMAN	Signal-induced proliferation-associated 1-like protein 3	leading protein	1	1	1
PRT824_1_Q9UKL0	Q9UKL0	RCOR1_HUMAN	REST corepressor 1	leading protein	1	15	1
PRT824_1_Q13627	Q13627	DYR1A_HUMAN	Dual specificity tyrosine-phosphorylation-regulated kinase 1A	leading protein	1	1	0
PRT824_1_P61764	P61764	STXB1_HUMAN	Syntaxin-binding protein 1	leading protein	1	3	1
PRT824_1_Q14676	Q14676	MDC1_HUMAN	Mediator of DNA damage checkpoint protein 1	leading protein	1	2	1
PRT824_1_Q9BRQ0	Q9BRQ0	PYGO2_HUMAN	Pygopus homolog 2	leading protein	1	1	1
PRT824_1_P54105	P54105	ICLN_HUMAN	Methylosome subunit pICln	leading protein	1	19	1
PRT824_1_Q9H7D7	Q9H7D7	WDR26_HUMAN	WD repeat-containing protein 26	leading protein	1	2	1
PRT824_1_Q969H6	Q969H6	POP5_HUMAN	Ribonuclease P/MRP protein subunit POP5	leading protein	1	8	1
PRT824_1_Q92882	Q92882	OSTF1_HUMAN	Osteoclast-stimulating factor 1	leading protein	1	4	1
PRT824_1_P10412	P10412	H14_HUMAN	Histone H1.4	leading protein	1	7	0
PRT824_1_P62304	P62304	RUXE_HUMAN	Small nuclear ribonucleoprotein E	leading protein	1	11	1
PRT824_1_Q9Y5J1	Q9Y5J1	UTP18_HUMAN	U3 small nucleolar RNA-associated protein 18 homolog	leading protein	1	6	1
PRT824_1_P46379	P46379	BAG6_HUMAN	Large proline-rich protein BAG6	leading protein	1	3	1
PRT824_1_Q9UKV8	Q9UKV8	AGO2_HUMAN	Protein argonaute-2	leading protein	1	2	1
PRT824_1_P50613	P50613	CDK7_HUMAN	Cyclin-dependent kinase 7	leading protein	1	1	1
PRT824_1_P84103	P84103	SRSF3_HUMAN	Serine/arginine-rich splicing factor 3	leading protein	1	4	1
PRT824_1_Q5SSJ5	Q5SSJ5	HP1B3_HUMAN	Heterochromatin protein 1-binding protein 3	leading protein	1	3	1
PRT824_1_Q9NSI6	Q9NSI6	BRWD1_HUMAN	Bromodomain and WD repeat-containing protein 1	leading protein	1	1	1
PRT824_1_Q52LR7	Q52LR7	EPC2_HUMAN	Enhancer of polycomb homolog 2	leading protein	1	3	1
PRT824_1_Q5T1M5	Q5T1M5	FKB15_HUMAN	FK506-binding protein 15	leading protein	1	4	1
PRT824_1_P09923	P09923	PPBI_HUMAN	Intestinal-type alkaline phosphatase	leading protein	1	18	1
PRT824_1_Q9Y2K7	Q9Y2K7	KDM2A_HUMAN	Lysine-specific demethylase 2A	leading protein	1	8	1
PRT824_1_O43390	O43390	HNRPR_HUMAN	Heterogeneous nuclear ribonucleoprotein R	leading protein	1	1	0
PRT824_1_O95155	O95155	UBE4B_HUMAN	Ubiquitin conjugation factor E4 B	leading protein	1	2	1
PRT824_1_Q92733	Q92733	PRCC_HUMAN	Proline-rich protein PRCC	leading protein	1	12	1
PRT824_1_P49750	P49750	YLPM1_HUMAN	YLP motif-containing protein 1	leading protein	1	1	1
PRT824_1_Q9C0C2	Q9C0C2	TB182_HUMAN	182 kDa tankyrase-1-binding protein	leading protein	1	3	1
PRT824_1_P61604	P61604	CH10_HUMAN	10 kDa heat shock protein, mitochondrial	leading protein	1	1	1
PRT824_1_P29966	P29966	MARCS_HUMAN	Myristoylated alanine-rich C-kinase substrate	leading protein	1	2	1
PRT824_1_P06899	P06899	H2B1J_HUMAN	Histone H2B type 1-J	leading protein	1	6	0
PRT824_1_Q9H3P2	Q9H3P2	NELFA_HUMAN	Negative elongation factor A	leading protein	1	2	1
PRT824_1_O75179	O75179	ANR17_HUMAN	Ankyrin repeat domain-containing protein 17	leading protein	1	1	1
PRT824_1_Q9BYW2	Q9BYW2	SETD2_HUMAN	Histone-lysine N-methyltransferase SETD2	leading protein	1	1	1
PRT824_1_Q9ULV4	Q9ULV4	COR1C_HUMAN	Coronin-1C	leading protein	1	1	1
PRT824_1_Q9P035	Q9P035	HACD3_HUMAN	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	leading protein	1	4	1
PRT824_1_O94826	O94826	TOM70_HUMAN	Mitochondrial import receptor subunit TOM70	leading protein	1	1	1
PRT824_1_Q8N6T3	Q8N6T3	ARFG1_HUMAN	ADP-ribosylation factor GTPase-activating protein 1	leading protein	1	3	1
PRT824_1_Q9BUJ2	Q9BUJ2	HNRL1_HUMAN	Heterogeneous nuclear ribonucleoprotein U-like protein 1	leading protein	1	1	1
PRT824_1_Q9UNE7	Q9UNE7	CHIP_HUMAN	E3 ubiquitin-protein ligase CHIP	leading protein	1	2	1
PRT824_1_O15143	O15143	ARC1B_HUMAN	Actin-related protein 2/3 complex subunit 1B	leading protein	1	5	1
PRT824_1_P49207	P49207	RL34_HUMAN	60S ribosomal protein L34	leading protein	1	2	1
PRT824_1_Q8N122	Q8N122	RPTOR_HUMAN	Regulatory-associated protein of mTOR	leading protein	1	1	1
PRT824_1_P62899	P62899	RL31_HUMAN	60S ribosomal protein L31	leading protein	1	3	1
PRT824_1_O94776	O94776	MTA2_HUMAN	Metastasis-associated protein MTA2	leading protein	1	1	1
PRT824_1_Q9HA77	Q9HA77	SYCM_HUMAN	Probable cysteine--tRNA ligase, mitochondrial	leading protein	1	1	1
PRT824_1_P35606	P35606	COPB2_HUMAN	Coatomer subunit beta'	leading protein	1	4	1
PRT824_1_Q96T23	Q96T23	RSF1_HUMAN	Remodeling and spacing factor 1	leading protein	1	1	1
PRT824_1_Q9GZS3	Q9GZS3	WDR61_HUMAN	WD repeat-containing protein 61	leading protein	1	1	1
PRT824_1_Q5H9R7	Q5H9R7	PP6R3_HUMAN	Serine/threonine-protein phosphatase 6 regulatory subunit 3	leading protein	1	5	1
PRT824_1_Q8N2M8	Q8N2M8	CLASR_HUMAN	CLK4-associating serine/arginine rich protein	leading protein	1	1	1
PRT824_1_P08559	P08559	ODPA_HUMAN	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial	leading protein	1	3	0
PRT824_1_P53618	P53618	COPB_HUMAN	Coatomer subunit beta	leading protein	1	12	1
PRT824_1_Q9Y606	Q9Y606	TRUA_HUMAN	tRNA pseudouridine synthase A	leading protein	1	12	1
PRT824_1_Q5SW79	Q5SW79	CE170_HUMAN	Centrosomal protein of 170 kDa	leading protein	1	7	1
PRT824_1_Q8NBZ0	Q8NBZ0	IN80E_HUMAN	INO80 complex subunit E	leading protein	1	9	1
PRT824_1_Q96B36	Q96B36	AKTS1_HUMAN	Proline-rich AKT1 substrate 1	leading protein	1	1	1
PRT824_1_Q9NYB0	Q9NYB0	TE2IP_HUMAN	Telomeric repeat-binding factor 2-interacting protein 1	leading protein	1	1	1
PRT824_1_O75643	O75643	U520_HUMAN	U5 small nuclear ribonucleoprotein 200 kDa helicase	leading protein	1	3	1
PRT824_1_O60763	O60763	USO1_HUMAN	General vesicular transport factor p115	leading protein	1	3	1
PRT824_1_O00559	O00559	RCAS1_HUMAN	Receptor-binding cancer antigen expressed on SiSo cells	leading protein	1	1	1
PRT824_1_Q86VQ1	Q86VQ1	GLCI1_HUMAN	Glucocorticoid-induced transcript 1 protein	leading protein	1	1	1
PRT824_1_Q15773	Q15773	MLF2_HUMAN	Myeloid leukemia factor 2	leading protein	1	1	1
PRT824_1_Q9Y5B9	Q9Y5B9	SP16H_HUMAN	FACT complex subunit SPT16	leading protein	1	7	1
PRT824_1_O43660	O43660	PLRG1_HUMAN	Pleiotropic regulator 1	leading protein	1	2	1
PRT824_1_P08758	P08758	ANXA5_HUMAN	Annexin A5	leading protein	1	2	1
PRT824_1_Q9NXC5	Q9NXC5	MIO_HUMAN	GATOR complex protein MIOS	leading protein	1	2	1
PRT824_1_Q15910	Q15910	EZH2_HUMAN	Histone-lysine N-methyltransferase EZH2	leading protein	1	3	1
PRT824_1_Q5W0B1	Q5W0B1	OBI1_HUMAN	ORC ubiquitin ligase 1	leading protein	1	1	1
PRT824_1_O95391	O95391	SLU7_HUMAN	Pre-mRNA-splicing factor SLU7	leading protein	1	3	1
PRT824_1_Q2KHR3	Q2KHR3	QSER1_HUMAN	Glutamine and serine-rich protein 1	leading protein	1	6	1
PRT824_1_Q9P2D1	Q9P2D1	CHD7_HUMAN	Chromodomain-helicase-DNA-binding protein 7	leading protein	1	2	1
PRT824_1_O15173	O15173	PGRC2_HUMAN	Membrane-associated progesterone receptor component 2	leading protein	1	4	1
PRT824_1_P07237	P07237	PDIA1_HUMAN	Protein disulfide-isomerase	leading protein	1	10	1
PRT824_1_P15311	P15311	EZRI_HUMAN	Ezrin	leading protein	1	3	1
PRT824_1_O60814	O60814	H2B1K_HUMAN	Histone H2B type 1-K	leading protein	1	8	0
PRT824_1_O75494	O75494	SRS10_HUMAN	Serine/arginine-rich splicing factor 10	leading protein	1	1	1
PRT824_1_Q01082	Q01082	SPTB2_HUMAN	Spectrin beta chain, non-erythrocytic 1	leading protein	1	1	1
PRT824_1_Q8IWS0	Q8IWS0	PHF6_HUMAN	PHD finger protein 6	leading protein	1	7	1
PRT824_1_P49748	P49748	ACADV_HUMAN	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	leading protein	1	1	1
PRT824_1_O75152	O75152	ZC11A_HUMAN	Zinc finger CCCH domain-containing protein 11A	leading protein	1	4	1
PRT824_1_Q8NBK3	Q8NBK3	SUMF1_HUMAN	Formylglycine-generating enzyme	leading protein	1	1	1
PRT824_1_P78527	P78527	PRKDC_HUMAN	DNA-dependent protein kinase catalytic subunit	leading protein	1	1	1
PRT824_1_P28715	P28715	ERCC5_HUMAN	DNA repair protein complementing XP-G cells	leading protein	1	7	1
PRT824_1_P11940	P11940	PABP1_HUMAN	Polyadenylate-binding protein 1	leading protein	1	3	0
PRT824_1_Q9NWC5	Q9NWC5	TM45A_HUMAN	Transmembrane protein 45A	leading protein	1	1	1
PRT824_1_Q9HB90	Q9HB90	RRAGC_HUMAN	Ras-related GTP-binding protein C	leading protein	1	1	0
PRT824_1_Q9UBW7	Q9UBW7	ZMYM2_HUMAN	Zinc finger MYM-type protein 2	leading protein	1	2	1
PRT824_1_P30044	P30044	PRDX5_HUMAN	Peroxiredoxin-5, mitochondrial	leading protein	1	1	1
PRT824_1_Q9HAU0	Q9HAU0	PKHA5_HUMAN	Pleckstrin homology domain-containing family A member 5	leading protein	1	4	1
PRT824_1_P68104	P68104	EF1A1_HUMAN	Elongation factor 1-alpha 1	leading protein	1	8	0
PRT824_1_P51116	P51116	FXR2_HUMAN	Fragile X mental retardation syndrome-related protein 2	leading protein	1	4	1
PRT824_1_Q96RT1	Q96RT1	ERBIN_HUMAN	Erbin	leading protein	1	2	1
PRT824_1_Q9UH62	Q9UH62	ARMX3_HUMAN	Armadillo repeat-containing X-linked protein 3	leading protein	1	3	1
PRT824_1_Q8NEF9	Q8NEF9	SRFB1_HUMAN	Serum response factor-binding protein 1	leading protein	1	2	1
PRT824_1_Q02952	Q02952	AKA12_HUMAN	A-kinase anchor protein 12	leading protein	1	2	1
PRT824_1_P42684	P42684	ABL2_HUMAN	Tyrosine-protein kinase ABL2	leading protein	1	1	1
PRT824_1_P35268	P35268	RL22_HUMAN	60S ribosomal protein L22	leading protein	1	3	1
PRT824_1_O43684	O43684	BUB3_HUMAN	Mitotic checkpoint protein BUB3	leading protein	1	1	1
PRT824_1_Q9UN86	Q9UN86	G3BP2_HUMAN	Ras GTPase-activating protein-binding protein 2	leading protein	1	1	1
PRT824_1_Q7L2J0	Q7L2J0	MEPCE_HUMAN	7SK snRNA methylphosphate capping enzyme	leading protein	1	1	1
PRT824_1_Q8WUQ7	Q8WUQ7	CATIN_HUMAN	Cactin	leading protein	1	3	1
PRT824_1_Q92541	Q92541	RTF1_HUMAN	RNA polymerase-associated protein RTF1 homolog	leading protein	1	4	1
PRT824_1_Q9BRS2	Q9BRS2	RIOK1_HUMAN	Serine/threonine-protein kinase RIO1	leading protein	1	1	1
PRT824_1_P49419	P49419	AL7A1_HUMAN	Alpha-aminoadipic semialdehyde dehydrogenase	leading protein	1	2	1
PRT824_1_P35221	P35221	CTNA1_HUMAN	Catenin alpha-1	leading protein	1	17	1
PRT824_1_Q8NFD5	Q8NFD5	ARI1B_HUMAN	AT-rich interactive domain-containing protein 1B	leading protein	1	4	1
PRT824_1_O60341	O60341	KDM1A_HUMAN	Lysine-specific histone demethylase 1A	leading protein	1	40	1
PRT824_1_P55036	P55036	PSMD4_HUMAN	26S proteasome non-ATPase regulatory subunit 4	leading protein	1	1	1
PRT824_1_Q9UHJ3	Q9UHJ3	SMBT1_HUMAN	Scm-like with four MBT domains protein 1	leading protein	1	3	1
PRT824_1_Q9Y3I0	Q9Y3I0	RTCB_HUMAN	RNA-splicing ligase RtcB homolog	leading protein	1	3	1
PRT824_1_Q96GS4	Q96GS4	BORC6_HUMAN	BLOC-1-related complex subunit 6	leading protein	1	2	1
PRT824_1_Q9ULL5	Q9ULL5	PRR12_HUMAN	Proline-rich protein 12	leading protein	1	6	1
PRT824_1_Q8TAQ2	Q8TAQ2	SMRC2_HUMAN	SWI/SNF complex subunit SMARCC2	leading protein	1	10	1
PRT824_1_Q14432	Q14432	PDE3A_HUMAN	cGMP-inhibited 3',5'-cyclic phosphodiesterase A	leading protein	1	3	1
PRT824_1_Q96J01	Q96J01	THOC3_HUMAN	THO complex subunit 3	leading protein	1	1	1
PRT824_1_Q8NI27	Q8NI27	THOC2_HUMAN	THO complex subunit 2	leading protein	1	1	1
PRT824_1_Q12873	Q12873	CHD3_HUMAN	Chromodomain-helicase-DNA-binding protein 3	leading protein	1	5	1
PRT824_1_P35611	P35611	ADDA_HUMAN	Alpha-adducin	leading protein	1	4	1
PRT824_1_P63167	P63167	DYL1_HUMAN	Dynein light chain 1, cytoplasmic	leading protein	1	3	1
PRT824_1_Q7Z589	Q7Z589	EMSY_HUMAN	BRCA2-interacting transcriptional repressor EMSY	leading protein	1	3	1
PRT824_1_Q01518	Q01518	CAP1_HUMAN	Adenylyl cyclase-associated protein 1	leading protein	1	2	1
PRT824_1_P47914	P47914	RL29_HUMAN	60S ribosomal protein L29	leading protein	1	1	1
PRT824_1_P05386	P05386	RLA1_HUMAN	60S acidic ribosomal protein P1	leading protein	1	30	0
PRT824_1_Q7Z5K2	Q7Z5K2	WAPL_HUMAN	Wings apart-like protein homolog	leading protein	1	4	1
PRT824_1_Q9NQG5	Q9NQG5	RPR1B_HUMAN	Regulation of nuclear pre-mRNA domain-containing protein 1B	leading protein	1	2	1
PRT824_1_Q13206	Q13206	DDX10_HUMAN	Probable ATP-dependent RNA helicase DDX10	leading protein	1	4	1
PRT824_1_Q9NP50	Q9NP50	SHCAF_HUMAN	SIN3-HDAC complex-associated factor	leading protein	1	7	1
